Million tonnes of carbon dioxide,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Finland,24.7426791489124,28.0843037255108,28.8730220161378,33.158796267584,38.8594561293721,43.1713601127267,43.3494261913002,44.8339885398746,50.4731067419052,46.0216334797442,46.9549064412713,53.2639514803886,52.499971061945,55.4858032707125,57.4091495424509,57.4668332189322,48.4953520782292,46.9654914494604,45.4945095796138,48.2505412083119,53.3585064280778,53.187400970608,56.0115652941167,55.2550991158932,55.6627807402983,57.4832540610805,56.7207525707781,54.633997740224,56.3130612969398,62.89206814114,58.6068813228048,64.821915612556,62.8374394187704,60.2023690948263,59.8673108052462,58.8472156831995,63.8311174688861,66.6426391163841,74.8876372538507,68.7735345475376,58.185751833953,68.5424901451916,66.3084507565945,58.5781922228634,56.1809976575896,63.9095279006287,57.073735488113,51.0401629186235,52.04412828153,47.6563496640883,44.9366109794937,47.7444387949072,45.1349599487148,46.5329645848833,43.3614429063164,36.7996987975203,36.3282358176075,35.8362537450157,31.6975550032221
France,342.222318410873,343.010836839676,367.755157589912,380.176667690277,415.090434968472,443.404698491096,460.588921666145,482.517560124397,524.17055606842,505.37486076355,464.229071378708,513.434741258621,501.969530105591,500.920203186572,512.567480400205,491.905733652413,444.662475384772,421.984527945518,404.378823399544,390.200958684087,384.851926036179,371.88433855772,367.843959361315,364.570528931916,375.733234800398,366.718545466661,394.03610381484,382.791322492063,363.927475236356,352.159890167415,363.035639040172,379.570161171257,366.896699279547,391.289799414575,387.458428703249,384.827452002093,382.731698580086,382.100244961679,389.67732578516,391.949316695333,390.517022974789,380.71906644851,371.629896089435,370.85937513411,354.696558982134,361.42897426337,338.210429012775,339.151653543115,339.489336229861,304.406016789377,308.871001135558,314.160032276064,319.090086031705,308.890131562948,301.511834796518,252.869022391737,278.647758200765,272.509486712515,254.558650590479
Germany,910.413861678913,901.037824960425,892.416100487113,944.755407135934,1011.92435311899,1043.39428463019,1045.12128419615,1067.32667798735,1116.42439974099,1085.32045680657,1025.29970288649,1093.41179403663,1072.5136217773,1052.74550189264,1104.19507082365,1077.81056442484,1043.90314632282,1003.33320779353,1017.9506957382,1038.33501030691,1045.81389202364,1037.26736287773,1031.4312885385,1017.01538105123,1003.81510851905,1007.6058922559,969.703221533448,923.715797998011,916.2724360805,896.931494873017,889.4009778779,914.8445438575,887.993365069851,879.036197326146,855.915473766159,854.428317626473,871.672561692074,859.047311184928,861.9914327804,847.525770925917,826.317635319196,843.777154650074,811.068209359422,809.368405384943,753.589845267124,783.163271063939,763.689910884947,773.001260591671,797.571558850817,751.080814980902,755.630976974033,767.410589136183,758.1945540905,731.0005779434,678.416249239817,602.96211279463,640.205585329793,631.751596268266,571.858679730853
Greece,22.5119746774435,23.7304749488831,25.9620364010334,27.2210288345814,27.8413708508015,29.8222652971745,37.219414293766,41.8605610132217,48.9381856322289,48.2491534352303,56.1707279086113,63.0641250014305,67.1328776478767,65.2072588093579,54.0832884162664,52.9388397037983,52.5962574891746,52.5844483245164,54.8445325419307,56.8823495209217,60.2277036905289,60.1342928837985,67.0610356554389,71.6532593350857,78.500685473904,81.5208635255694,81.5472223665565,84.1886587692425,85.3748666695319,86.6882251328789,88.7225109897554,89.8868123758584,93.3299921005964,98.8018009960651,97.2731815837324,102.602696429938,104.727037530392,103.744950730354,107.478092879057,107.435981549323,107.77825627476,108.287811055779,112.750828160904,108.6217540293,103.377245621756,95.3479091003537,95.4181048199534,89.079909324646,79.8835201915354,76.1373968212865,73.8302711900324,70.6848747618496,74.9556197686306,73.6233225269243,69.6107231134083,56.2664768956602,59.5664733562153,62.8370662427042,59.3594297755044
Hungary,59.502718899399,59.3480783998966,55.2824879065156,56.4211173243821,59.5304946675897,62.9687019735575,64.0807685106993,65.4430596530437,69.8895700871944,71.7069277912378,72.8123975843191,76.0794921219349,80.5127033889294,85.4849647730589,84.3878470361233,83.1017529219389,81.4666039943695,81.5769576728344,77.7611983716488,79.2794055491686,79.5263550877571,77.9090155512094,79.1985933482647,75.0561218559742,71.338960647583,70.9488002229482,65.6792549528182,62.1206337623298,58.2913356106728,58.1957065667957,57.9321028199047,58.7721840124577,57.2701486796141,57.8923256015405,58.8029039055109,55.4728660099208,56.8412463665009,55.3099800581113,58.0249716294929,57.3473068235908,57.3450794108212,56.9679564773105,54.9760005287826,53.7661611028016,48.2474950365722,48.7382549010217,48.723758764565,44.5883310313802,41.9888829938136,41.2808033402544,43.8331660008989,44.6633170696441,46.904857059475,47.3054334772751,47.115764584858,44.6415132725378,46.0350764020695,43.2522575462935,39.0987668450689
Iceland,1.49721612920985,1.60267944214866,1.54594220826402,1.65488592116162,1.50642885733396,1.52819733833894,1.66303491732106,1.77986455569044,2.03538924572058,1.90437368385028,1.78772537020268,1.81537566153565,1.88540192047367,2.00968356127851,1.9956496572122,1.8856697268784,1.88238786533475,1.72108659753576,1.74979807902128,1.87263627257198,1.87311354884878,1.91563589405268,1.98778539383784,2.08201652253047,2.23534812126309,2.2419265890494,2.12485880497843,2.2168407633435,2.3044341460336,2.32692331355065,2.37106301123276,2.62548397481441,2.60086104972288,2.60766445379704,2.6459611589089,2.78103727800772,2.65343230310827,2.75885622994974,2.79360835719854,2.88811939395964,2.87509736558422,2.93339983560145,3.05969332391396,2.79791925568134,2.61399806989357,2.53321656072512,2.51113519363571,2.50301477999892,2.64452705357689,2.60868795902934,2.89414195227437,2.76375214045402,3.09001915133558,3.25438553281128,2.82824714912567,1.81384687044192,2.10628118098248,2.62204846373061,2.44944481330458
Ireland,19.9826014339924,22.6733144298196,24.689882285893,29.2046717181802,29.1257428899407,21.4694849103689,22.4409886822104,23.2350635752082,24.2645032256842,24.758432045579,23.2373742759228,23.7899365723133,24.9809452146292,26.2160851485096,28.6860420955345,27.3723649531603,26.449154548347,26.0586323142052,25.7449026429094,25.3530763108283,26.8548159189522,28.6321251345798,29.7439702847041,29.0923490312416,29.814176151529,31.2292284127325,32.0056577357464,32.0551869641058,32.4922179444693,33.5503035220318,34.377959319856,36.0106451152824,37.2961839674972,39.946019643452,41.9435392073356,43.7946260026656,46.3951488188468,45.4737059413455,45.1755731939338,45.523969554808,47.7116512968205,48.0808412283659,48.344542812556,47.8097330909222,41.865834010765,42.1563371885568,38.6244422672316,38.5426354091614,37.4867969015613,37.1627227338031,38.7211768142879,40.4463183274493,39.2853472059942,39.0590860219672,37.6377776563168,33.4394520335482,35.5381284798495,36.2446948303841,33.9538489763509
Italy,204.869314789772,222.682219147682,246.182066202164,266.468075990677,288.272615671158,320.409192800522,342.310682296753,357.75973045826,374.834041595459,374.931228995323,368.743285655975,384.346571564674,378.73765540123,377.157845318317,388.844630986452,383.184525251389,374.05026113987,370.584855139256,353.131542084739,355.45539615117,354.390070425346,362.554381679744,378.15894314833,383.848784500733,403.216770453379,403.780745267868,407.194769263268,403.616184055805,396.509041830897,393.378485765308,413.115588217974,407.862855784595,414.461300965399,426.313588041812,427.213159918785,434.378503691405,429.516382791102,433.011253453791,450.80841460824,468.291441172361,470.196630122606,467.080607939046,458.033934581093,442.477927426808,391.535374139319,397.116140070371,388.546822672593,370.985699497163,341.372085637064,318.792961503728,334.375707591651,331.401742883667,335.46113600058,336.082356612518,328.553350228729,286.278511665587,318.198312432185,324.875774554253,301.279991345669
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.224327608943,23.3277210742235,20.3213468566537,19.4148798584938,18.7991672828794,18.4454596936703,17.5852569453418,12.8494277633727,10.7571711540222,9.87373607233167,9.13206346333027,9.19726725481451,8.30995869077742,8.03126328345388,7.38043794035912,6.9463108102791,7.70813059806824,7.91200882941484,7.88204391300678,8.45562500227243,8.67960041575134,8.44249654468149,8.81858093012124,8.64239397831261,7.93511599185877,9.23593000601977,8.29910491779447,8.03657376999035,7.95003894623369,7.65519370697439,7.85109108686447,8.16901394654997,8.01943328324705,7.75599349197,8.4031937927939,7.10831363755278,7.45445582468528,6.66635864088312,6.52911443263292
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4307280629873,33.5510801672935,36.0013995468616,35.3888106197119,36.2317758351564,34.1677595474757,36.5431808778085,20.9341293899342,16.7097271187231,15.7010004457552,14.5584976347163,15.123845314607,14.4860127596185,15.2374321864918,12.7676610895433,11.0128980712034,11.7064581499435,11.6283899012487,11.7465276520234,12.243921150919,13.2027357090265,13.3346170536242,13.3067557204049,13.5028208168223,12.2314545637928,13.283374490682,12.5027126236819,12.4516373192891,11.6753358542919,11.0106608909555,11.3318788642064,11.821742111817,11.9514129484305,12.6293869100045,12.4414126869524,12.0879571387777,12.3766470017144,11.8827974951128,11.7038747861516
Luxembourg,13.3838906460442,12.7047143047675,12.4051566971466,13.4019688582048,14.4090778739192,14.9275083099492,14.2474511782639,14.5406926660798,15.2184063671157,15.4459472349845,12.585638538003,12.4655230566859,11.4292195737362,11.8774843215942,12.3004616736434,11.401738576591,9.64013899117708,9.03388438513502,8.42035929858685,9.15963653475046,9.40156906843185,9.07995181530714,8.29462200403213,8.49685464426875,9.87147598480806,10.3209716989659,10.9852958931588,10.955761720892,11.1252333163284,10.5632147802971,8.70375601714477,8.93059983989224,8.54850451508537,8.02524260850623,8.50023177964613,9.03722444036976,9.70576764235739,10.4637418618076,11.009677276772,12.5008732145652,12.7869840888306,12.4943105102866,12.0080252256594,11.942217066593,11.3621517881984,11.9610877248924,11.7281626235927,11.417093219934,10.8835250230622,10.482157242368,10.1470716297044,9.98928235069616,10.3220841140137,10.7602377213771,10.880075514433,9.00008699542377,9.65027987613576,8.60407390922774,8.273884785478
Netherlands,112.976275205612,117.761197805405,122.832077503204,138.220662117004,149.094777584076,166.951098442078,171.881858348846,196.733019828796,206.285069227219,189.181993246078,184.916504383087,203.407371759415,200.011607646942,184.61615483975,191.329408808611,180.937812425196,174.021200351883,168.436620547902,164.706631713547,169.774643689394,172.747242171783,174.908155987971,182.464654433541,187.823206213769,188.416150386445,192.072298226412,199.80112975603,200.254128796514,205.069992614444,202.320570492651,208.623788052704,219.588815917727,217.279298651032,218.09576876089,215.159145344049,216.214857993647,225.91965562664,225.97053530626,225.445814826526,231.413158078678,233.102168823592,231.60129842069,229.13223626744,227.219720858149,217.675410329364,229.855543640442,220.863217596896,215.733153608628,211.370651468169,202.542843749281,207.578062120558,208.015714074718,204.301916767246,198.155008923364,193.732116536004,173.119137478294,176.850884303916,164.814352058573,156.070250657387
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76303921826184,8.54181317798793,8.74646115861833,9.05700754188001,8.45957778673619,8.44147586263716,9.63883918337524,8.60672270879149,9.92831657268107,9.1010277569294,8.73610030859709,8.81643805652857,8.28391394764185,8.99975704215467,8.72589287348092,9.18887278810143,9.18339083343744,9.62402476370335,9.47691087238491,8.81805841159075,8.63517383299768,9.5507036941126,9.10967125184834,8.11195223266259,7.6802461149091,7.42609851807356,7.50315409898758,7.79532589018345,7.50469915568829,8.27035766839981,7.04121138341725,7.09178107604384,7.88333169487305,8.22345105558634
Norway,17.7143175899982,19.4172468483448,19.9924001991749,21.8961548805237,23.9599391222,26.7498799264431,26.5027626752853,27.904402717948,28.0215088129044,26.2063837647438,26.8867726325989,29.6238958537579,29.4583186656237,31.2716786524979,32.6472020954825,30.114650759846,28.5010339189321,27.3317820231896,27.2890635156073,27.3148948010057,28.689577402547,31.0828130748123,30.2062524922658,29.7894726004452,30.1965865585953,29.9625140959397,28.8117694268003,29.4157691979781,30.3687855852768,32.2443811232224,32.7985652065836,35.7101798607036,36.9075297689997,37.6374526619911,37.7137869894505,35.6458069616929,35.8380812043324,35.7853215243667,37.1785049671307,37.4741963651031,36.8421278847381,37.009380530566,37.46321051009,36.373961172998,35.868231181521,38.1025947993621,37.5540150823072,37.3587764678523,37.5011191596277,37.383390869014,37.959638540633,37.0153102008626,37.1485796542838,37.3231827579439,36.0288850734942,33.7051520622335,34.6130205765367,34.6549507512245,34.0112354820594
Poland,252.960257638246,257.243617594242,263.501853100955,281.553899295628,299.019257992506,312.789023995399,321.879372745752,339.421733915806,342.696245640516,352.118256777525,380.052990287542,400.629171788692,417.369955956936,437.467853248119,443.789642870426,465.863913297653,419.331412792206,428.60792350769,429.648764640093,447.313074856997,457.671855777502,469.385766841471,485.60150510259,474.798647306859,456.637983923778,373.501178990584,368.445716617629,353.123167182319,352.233616275713,334.297301920131,341.335772689432,355.0456842985,350.497575396672,330.883203227073,323.782714175992,299.775503479876,297.853761696257,294.413712098496,303.515956764575,301.898916860577,306.825477126054,319.200201074127,314.904069429263,316.687122339848,302.81920630578,320.774211428594,320.467676328961,305.051789430436,307.544004627503,290.316453022417,290.06522618793,303.233659332618,316.038786138641,320.668529339775,302.52294236602,284.294440068188,310.283598719863,294.534658373799,270.282647621818
Portugal,10.5238207876682,10.7598038613796,11.6159573197365,12.0474487841129,12.3800015747547,14.8874779697508,16.487937066704,17.6835631802678,20.1000258512795,20.995755857788,21.8316687438637,22.8407177091576,22.1779525023885,23.3005136596039,24.9039988662116,26.3366739123594,28.3351907951292,28.3831271824893,29.4692989217583,28.3543256013654,27.4015489050071,30.9372886215569,31.5791744538583,32.572077235207,40.9659934374504,40.2138835694641,43.2928581975866,47.7614171046298,46.720863181632,47.7415267103352,53.3904820349999,50.7928564599715,51.4638902484439,57.2297557452694,62.5326196812093,61.5352787468582,60.521882686764,63.7895932313986,60.4073993791826,62.3954432518221,64.9286649199203,59.9125690148212,58.4811990465969,57.1851204414852,56.6838471577503,51.2659477898851,51.1038482156582,50.3728844721336,48.7685391157866,48.0261127976701,52.613186486531,52.043442385504,57.3046367708594,54.2915306333452,50.2881834151922,40.5072964694118,39.1270703804912,42.1568738671485,39.7430734400405
Romania,68.0523266792297,72.5192854106426,80.7359207198024,86.0088782832026,98.564124263823,105.00484828651,110.139004036784,114.565979827195,125.790553018451,125.972253378481,136.82971644029,148.015917297453,156.232626315206,169.399460252374,174.239816661924,174.482700504363,174.43161354214,172.400744535029,174.179762579501,171.792403258383,172.520366944373,178.011505104601,186.186175979674,188.147250887007,189.415286179632,178.235406156629,143.327739931643,125.123385239393,122.211619378068,117.872410630924,127.647992374725,126.190867398633,115.060935058631,101.717141870409,86.3357688458636,88.8579946197569,90.9376823911443,94.101479889825,98.1994296237826,98.9494670419954,96.1715314891189,101.328344468493,98.4477777024731,95.1505025243387,80.8481856780127,78.250207115896,84.9710678153206,81.7989925687434,70.4334814301692,70.7302480540238,71.52972026309,69.1208721394651,72.6408019807131,72.2407157775015,70.7494834582321,64.4733481446747,69.5649574708659,64.8415717799217,59.8695444964105
Slovakia,31.0505892150104,32.0714684762061,32.1724639981985,35.1095249019563,37.0218580067158,39.7380359768867,42.5236179530621,44.3187894225121,45.6988596618176,46.7945019751787,49.0039954558015,50.4562710225582,52.7783748954535,55.5037740767002,56.5398883223534,56.7753045856953,55.8725978285074,55.0188975781202,54.8341348916292,58.7641187310219,58.5271957218647,55.729345023632,56.82409709692,57.4228952527046,53.4341293498874,54.8336021732539,48.4840053021908,45.9534351527691,43.2329255593941,40.13061670959,40.7804032890126,40.9150391072035,39.5108599900268,39.123194466345,38.2521540895104,36.3341354727745,39.0705318315886,38.5512138172053,39.1433724104427,38.3465642472729,39.1687723174691,38.0845674872398,35.8462097728625,36.7675243094563,33.7012362889946,36.2323129922152,33.9909652452916,32.4632979026064,32.5805806210265,30.0427848128602,30.4210141003132,30.8486099913716,32.9316263049841,32.3373086079955,29.9940631762147,27.8002920895815,31.2886367067695,28.3759359270334,27.6280562281609
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2596426382661,12.4465720606968,12.2161228200421,12.9766239007004,13.0985172977671,13.9034664747305,14.6368513260968,15.1883960110135,14.6517782760784,14.216796069406,13.9532616860233,14.6974165826105,14.9542688061483,14.7871262212284,15.012845764868,15.2793231224641,15.6398593476042,15.6882681911811,16.8229383369908,14.9733597761951,15.2349289744161,15.2083247262053,14.6943936529569,14.0866134627722,12.6264665736817,12.6956030395813,13.6260574657936,13.8665197224764,13.9374901915435,13.2788369206828,11.8843566414143,12.0890910338494,11.6071863058314,10.3834147709713
Spain,80.4331026077271,84.7157570719719,95.4819157719612,99.1360691785812,108.563270270824,121.057830169797,126.779873549938,135.541159033775,155.435689210892,162.006114959717,168.380002781749,185.196831978858,179.167264401913,174.13621936366,186.596175599843,208.23259135196,211.938658181578,208.613488062751,211.400820616633,201.850270394236,194.386295248754,196.914089947939,203.441457092762,196.4681657888,217.193715687841,214.601548252627,220.410503052175,241.01282414794,226.029081370682,234.133022285998,247.915683053434,244.21286612004,264.85906124441,274.545746773481,299.504312194884,311.018198745325,313.210811045021,334.217996686697,340.872913785279,359.75863051787,374.39242597064,366.182165982667,377.049347420223,350.61342983623,312.287713668891,295.993531669257,304.987428984256,302.544841866591,273.528585161082,271.077100784692,286.894827664073,279.366312838509,297.094233608223,291.404490597895,274.565593394276,221.435656396614,242.299408970983,260.311212230386,246.79965391304
Sweden,68.7826337814331,76.0626022219658,75.1806842088699,83.7708097696304,88.7541353702545,96.9173244535923,89.8220560401678,91.3622829914093,93.0977338850498,86.0234017670155,85.4024747759104,92.940282613039,89.2423641085625,104.735332375625,114.443576037884,100.329155604355,89.5579810822383,83.447516836226,73.6094106230885,71.4256401378661,79.2200596034527,84.4828589148819,73.7406129175797,69.1420416012406,66.4496459905058,56.5620653163642,57.4790818020701,60.6927286880091,61.3130829059519,64.2345080422238,63.810175139457,69.1746465098113,63.8351039951667,65.7312787855044,64.4360059937462,60.1506237080321,60.0176073843613,59.6224117698148,60.9161200970411,60.6290384819731,56.9486419465393,57.9237412684597,55.8808378949761,55.1146568381228,50.9609565534629,55.2723153512925,50.4106245981529,47.3619099967182,45.6255254396237,44.4803619824816,44.6852696256246,44.8222920559347,44.9258649135008,40.8645291361026,41.2166625813115,38.9360891198739,41.208152082283,37.7658871668391,35.7527773883194
Switzerland,29.2340775132179,29.6551731228828,31.3439244031906,34.2912093997002,36.9074893484358,40.414458617568,42.0608404129744,42.9387999922037,46.1911308467388,41.3311575055122,39.8672995567322,41.5948151946068,42.1132201552391,42.5645845942199,40.9824333321303,41.6090307850391,39.3597144354135,37.2330371811986,40.7800716608763,40.1436511897482,41.265799485147,44.3222451675683,41.9078163485974,41.7230970943347,40.3850940437987,43.2764504710212,44.1730786394328,44.6389539120719,42.204662225442,43.44255735958,40.9257313956041,42.5043507292867,44.2021447252482,44.7479913253337,44.1557908318937,43.1126062124968,46.2318831607699,43.9383200723678,43.2143679894507,44.3140276418999,44.7394755883142,44.3338825972751,42.6403488563374,44.3669078536332,43.1199286077172,44.6366583900526,40.8164009787142,42.2515963518526,43.3530834645499,38.9007782852277,39.5869713397697,38.0525948121212,38.8582618264481,37.1229701277334,38.199135132134,32.5938058278989,33.2799774091691,32.7513247274328,32.7299348732922
Turkey,25.1395131349564,28.9554814100266,29.0774316042662,32.271513313055,35.1577660292387,39.2789382822812,43.9165040235966,48.9309932049364,54.221545368433,56.4716495722532,60.6552663687617,66.8453073743731,73.1053835060447,77.1358635425568,71.6697945590131,74.6554579436779,74.1634694724344,81.4093901030719,87.1406581029296,91.4379304125905,100.398610398173,109.016863942146,118.489280700684,115.890928566456,129.092493623495,136.239705175161,139.627301499248,143.729739293456,148.340598553419,146.985276639462,161.115090057254,175.180831555277,184.991419870406,186.856920175254,187.555287916213,205.693049065769,186.10211750865,196.86824583821,208.880247317255,216.429114475846,224.822190593928,247.988467663527,272.772728964686,276.349395021796,275.284502759576,276.299870043993,298.832418084145,314.436693325639,303.294139191508,335.135121941566,341.133595883846,359.188400740735,404.176574453712,401.849750410765,393.995213543996,384.638171957806,420.72744698124,420.403118090704,411.101556171663
